"row","col","similarity"
34,27,0.0900562851782364
35,27,0.0564784053156146
28,28,1
29,28,0.843137254901961
30,28,0.0615384615384615
31,28,0.0513900589721988
32,28,0.0952380952380952
33,28,0.0909090909090909
34,28,0.0898661567877629
35,28,0.0549828178694158
29,29,1
30,29,0.0552486187845304
31,29,0.0431837425910246
32,29,0.104046242774566
33,29,0.078740157480315
34,29,0.0778210116731518
35,29,0.0543478260869565
30,30,1
31,30,0.0831168831168831
32,30,0.05
33,30,0.0578358208955224
34,30,0.0611111111111111
35,30,0.24
31,31,1
32,31,0.0692307692307692
33,31,0.212669683257919
34,31,0.216277317256971
35,31,0.142978003384095
32,32,1
33,32,0.120553359683794
34,32,0.123529411764706
35,32,0.054421768707483
33,33,1
34,33,0.987179487179487
35,33,0.0706260032102729
34,34,1
35,34,0.0699523052464229
35,35,1
